Ranking,ID_Cliente,Probabilidade_Churn,Faixa_Risco,Principais_Fatores_de_Risco,Meses_de_Contrato,Tipo_Contrato,Servico_Internet,Mensalidade,Total_Pago,Forma_Pagamento,Fatura_Sem_Papel,Genero,Idoso,Tem_Parceiro,Tem_Dependentes
2354,5066-GFJMM,11.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,No,19.9,45.75,Mailed check,Yes,Female,0,Yes,No
2355,9763-GRSKD,11.9,Baixo,Contrato mensal,13,Month-to-month,DSL,49.95,587.45,Mailed check,Yes,Male,0,Yes,Yes
2356,1925-GMVBW,11.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",5,Month-to-month,No,20.55,96.1,Credit card (automatic),No,Female,0,No,No
2357,1356-MKYSK,11.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses), Mensalidade alta",6,Month-to-month,DSL,78.65,483.3,Credit card (automatic),No,Male,0,No,No
2358,6603-QWSPR,11.9,Baixo,"Internet fibra óptica, Mensalidade alta",46,Two year,Fiber optic,104.4,4904.2,Bank transfer (automatic),Yes,Female,0,No,No
2359,2393-DIVAI,11.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,No,20.0,61.7,Mailed check,Yes,Female,0,No,No
2360,4627-MIHJH,11.8,Baixo,"Internet fibra óptica, Mensalidade alta",69,Two year,Fiber optic,110.25,7467.55,Credit card (automatic),No,Female,1,No,No
2361,1162-ECVII,11.8,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,109.75,7932.5,Bank transfer (automatic),Yes,Male,1,Yes,No
2362,1492-KGETH,11.8,Baixo,Mensalidade alta,70,One year,DSL,78.35,5445.95,Bank transfer (automatic),No,Male,0,Yes,Yes
2363,7123-WQUHX,11.8,Baixo,"Internet fibra óptica, Mensalidade alta",38,One year,Fiber optic,95.0,3605.6,Bank transfer (automatic),No,Male,0,No,No
2364,3253-HKOKL,11.8,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",52,One year,Fiber optic,100.3,5244.45,Electronic check,No,Female,0,Yes,Yes
2365,5996-NRVXR,11.7,Baixo,"Internet fibra óptica, Mensalidade alta",40,One year,Fiber optic,98.15,4116.8,Credit card (automatic),Yes,Male,1,Yes,No
2366,8550-XSXUQ,11.7,Baixo,Mensalidade alta,48,One year,DSL,70.55,3420.5,Credit card (automatic),Yes,Male,0,Yes,No
2367,0257-KXZGU,11.7,Baixo,Contrato mensal,32,Month-to-month,DSL,62.45,2045.55,Bank transfer (automatic),No,Female,0,Yes,Yes
2368,7219-TLZHO,11.7,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,20.85,62.9,Mailed check,No,Female,0,Yes,Yes
2369,5236-XMZJY,11.7,Baixo,Contrato mensal,42,Month-to-month,DSL,59.65,2536.55,Bank transfer (automatic),No,Female,0,No,No
2370,8734-FNWVH,11.7,Baixo,Contrato mensal,31,Month-to-month,DSL,59.7,1825.5,Bank transfer (automatic),No,Male,0,Yes,Yes
2371,6469-MRVET,11.7,Baixo,"Cliente novo (≤12 meses), Pagamento por cheque eletrônico",1,One year,No,20.2,20.2,Electronic check,Yes,Male,0,Yes,Yes
2372,2342-CKIAO,11.7,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,20.3,41.2,Mailed check,No,Female,0,No,No
2373,2040-OBMLJ,11.6,Baixo,"Internet fibra óptica, Mensalidade alta",31,One year,Fiber optic,81.7,2548.65,Credit card (automatic),No,Male,0,No,No
2374,8996-ZROXE,11.6,Baixo,Pagamento por cheque eletrônico,57,One year,DSL,53.5,3035.8,Electronic check,Yes,Male,1,No,No
2375,2108-GLPQB,11.6,Baixo,Contrato mensal,25,Month-to-month,DSL,55.55,1405.3,Credit card (automatic),No,Male,0,Yes,No
2376,5566-SOEZD,11.6,Baixo,"Internet fibra óptica, Mensalidade alta",27,One year,Fiber optic,80.65,2209.75,Credit card (automatic),Yes,Male,0,Yes,Yes
2377,4237-CLSMM,11.6,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,20.0,38.0,Mailed check,No,Male,0,Yes,No
2378,9027-YFHQJ,11.6,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",7,Month-to-month,No,25.05,152.95,Bank transfer (automatic),Yes,Male,0,No,No
2379,0489-WMEMG,11.6,Baixo,Pagamento por cheque eletrônico,23,One year,DSL,49.45,1119.35,Electronic check,Yes,Female,0,No,Yes
2380,7299-GNVPL,11.6,Baixo,"Contrato mensal, Internet fibra óptica, Mensalidade alta",23,Month-to-month,Fiber optic,84.4,1936.85,Mailed check,No,Female,0,Yes,Yes
2381,4686-GEFRM,11.6,Baixo,"Internet fibra óptica, Mensalidade alta",70,Two year,Fiber optic,98.7,6858.9,Bank transfer (automatic),Yes,Male,0,Yes,No
2382,8659-HDIYE,11.6,Baixo,"Contrato mensal, Mensalidade alta",64,Month-to-month,DSL,74.65,4869.35,Credit card (automatic),No,Female,1,No,No
2383,4676-MQUEA,11.5,Baixo,"Internet fibra óptica, Mensalidade alta",50,One year,Fiber optic,101.9,5265.5,Bank transfer (automatic),Yes,Male,1,Yes,No
2384,9970-QBCDA,11.5,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,19.7,129.55,Credit card (automatic),No,Female,0,No,No
2385,9774-NRNAU,11.5,Baixo,"Contrato mensal, Mensalidade alta",27,Month-to-month,DSL,84.8,2309.55,Bank transfer (automatic),Yes,Male,1,Yes,No
2386,4397-FRLTA,11.5,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,20.15,84.5,Mailed check,No,Female,0,No,No
2387,6671-NGWON,11.5,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",7,Month-to-month,No,20.35,150.6,Mailed check,No,Female,0,No,No
2388,6967-PEJLL,11.5,Baixo,Pagamento por cheque eletrônico,37,One year,DSL,40.2,1525.35,Electronic check,Yes,Male,0,Yes,Yes
2389,5562-YJQGT,11.5,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,20.35,35.1,Credit card (automatic),No,Female,0,No,No
2390,8752-GHJFU,11.5,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",71,One year,Fiber optic,92.0,6585.2,Electronic check,Yes,Male,1,Yes,No
2391,4129-LYCOI,11.5,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",67,Two year,Fiber optic,104.0,7039.05,Electronic check,Yes,Female,0,No,Yes
2392,6933-FHBZC,11.5,Baixo,—,26,One year,DSL,56.05,1553.2,Mailed check,Yes,Female,0,No,No
2393,4389-UEFCZ,11.5,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",72,Two year,Fiber optic,105.5,7544.0,Electronic check,Yes,Female,0,Yes,No
2394,3506-OVLKD,11.5,Baixo,—,35,One year,No,26.2,954.9,Bank transfer (automatic),No,Male,0,No,No
2395,0303-UNCIP,11.4,Baixo,—,41,One year,DSL,65.0,2531.8,Mailed check,No,Male,0,No,No
2396,7049-GKVZY,11.4,Baixo,Mensalidade alta,17,One year,DSL,79.85,1387.35,Credit card (automatic),No,Female,0,No,No
2397,3977-QCRSL,11.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",5,Month-to-month,No,20.15,117.95,Mailed check,No,Female,0,No,No
2398,8017-UVSZU,11.4,Baixo,Contrato mensal,40,Month-to-month,DSL,56.6,2379.1,Credit card (automatic),No,Female,0,Yes,No
2399,5590-ZSKRV,11.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",8,Month-to-month,DSL,54.65,482.25,Mailed check,No,Female,0,Yes,Yes
2400,0396-UKGAI,11.4,Baixo,Contrato mensal,23,Month-to-month,DSL,55.3,1284.2,Bank transfer (automatic),Yes,Male,0,No,Yes
2401,6257-DTAYD,11.4,Baixo,"Internet fibra óptica, Mensalidade alta",71,Two year,Fiber optic,104.15,7365.3,Credit card (automatic),Yes,Male,0,Yes,No
2402,3736-BLEPA,11.4,Baixo,"Internet fibra óptica, Mensalidade alta",28,One year,Fiber optic,91.25,2483.65,Bank transfer (automatic),Yes,Male,0,No,No
2403,2640-LYMOV,11.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,19.65,38.8,Mailed check,Yes,Male,0,No,No
2404,4002-BQWPQ,11.4,Baixo,"Contrato mensal, Mensalidade alta",25,Month-to-month,DSL,81.75,2028.8,Bank transfer (automatic),No,Male,0,No,No
2405,2453-SAFNS,11.4,Baixo,Mensalidade alta,54,One year,DSL,72.1,3886.05,Mailed check,No,Female,1,No,No
2406,5857-XRECV,11.4,Baixo,Cliente novo (≤12 meses),2,One year,No,20.5,38.25,Bank transfer (automatic),No,Female,0,No,Yes
2407,3530-CRZSB,11.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",7,Month-to-month,No,20.65,155.9,Mailed check,No,Female,0,No,No
2408,9330-VOFSZ,11.4,Baixo,"Internet fibra óptica, Mensalidade alta",60,Two year,Fiber optic,110.8,6640.7,Credit card (automatic),Yes,Female,0,Yes,No
2409,2294-SALNE,11.4,Baixo,"Internet fibra óptica, Mensalidade alta",23,One year,Fiber optic,86.8,1940.8,Mailed check,No,Male,0,Yes,Yes
2410,9762-YAQAA,11.3,Baixo,"Internet fibra óptica, Mensalidade alta",39,One year,Fiber optic,81.4,3213.75,Credit card (automatic),No,Male,0,No,No
2411,4795-WRNVT,11.3,Baixo,Contrato mensal,40,Month-to-month,DSL,65.1,2586.0,Mailed check,No,Female,0,No,No
2412,0696-UKTOX,11.3,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",23,Month-to-month,DSL,54.15,1312.45,Electronic check,No,Male,0,No,Yes
2413,4011-ARPHK,11.3,Baixo,Contrato mensal,27,Month-to-month,DSL,50.35,1411.35,Mailed check,No,Male,0,No,No
2414,0835-JKADZ,11.3,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",71,Two year,Fiber optic,111.25,7984.15,Electronic check,Yes,Female,0,No,No
2415,8133-ANHHJ,11.3,Baixo,"Internet fibra óptica, Mensalidade alta",49,One year,Fiber optic,103.0,5166.2,Bank transfer (automatic),No,Female,1,No,No
2416,1371-WEPDS,11.3,Baixo,Pagamento por cheque eletrônico,40,One year,DSL,55.8,2283.3,Electronic check,No,Male,1,Yes,No
2417,2233-TXSIU,11.3,Baixo,—,17,One year,DSL,44.45,792.15,Credit card (automatic),No,Male,0,Yes,Yes
2418,4692-NNQRU,11.3,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",21,One year,Fiber optic,79.2,1742.45,Electronic check,No,Female,0,Yes,No
2419,4759-PXTAN,11.3,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",59,One year,DSL,80.1,4693.2,Electronic check,Yes,Female,0,Yes,No
2420,5214-NLTIT,11.3,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,90.8,6511.8,Credit card (automatic),Yes,Male,0,Yes,Yes
2421,0820-FNRNX,11.3,Baixo,Contrato mensal,17,Month-to-month,DSL,66.7,1077.05,Mailed check,Yes,Male,0,Yes,Yes
2422,9618-LFJRU,11.3,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,20.45,82.85,Credit card (automatic),No,Female,0,No,No
2423,2639-UGMAZ,11.3,Baixo,Pagamento por cheque eletrônico,71,One year,DSL,56.45,3985.35,Electronic check,Yes,Male,1,No,No
2424,8405-IGQFX,11.3,Baixo,"Internet fibra óptica, Mensalidade alta",63,One year,Fiber optic,90.05,5817.0,Credit card (automatic),Yes,Female,0,No,No
2425,6195-MELTI,11.2,Baixo,—,57,One year,DSL,54.65,3134.7,Mailed check,Yes,Male,0,No,No
2426,1679-JRFBR,11.2,Baixo,"Internet fibra óptica, Mensalidade alta",70,One year,Fiber optic,108.15,7930.55,Credit card (automatic),Yes,Female,0,Yes,Yes
2427,7520-HQWJU,11.2,Baixo,Contrato mensal,66,Month-to-month,DSL,67.45,4508.65,Bank transfer (automatic),Yes,Female,0,Yes,Yes
2428,7566-DSRLQ,11.2,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",72,Two year,Fiber optic,110.15,7998.8,Electronic check,Yes,Female,0,Yes,No
2429,2239-CFOUJ,11.2,Baixo,Cliente novo (≤12 meses),1,One year,No,20.4,20.4,Mailed check,No,Male,0,Yes,Yes
2430,2320-SLKMB,11.2,Baixo,Contrato mensal,26,Month-to-month,DSL,44.45,1183.8,Credit card (automatic),Yes,Female,0,No,No
2431,6972-SNKKW,11.2,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,20.0,109.2,Mailed check,No,Female,0,No,No
2432,0723-FDLAY,11.2,Baixo,Mensalidade alta,44,One year,DSL,85.25,3704.15,Bank transfer (automatic),Yes,Male,0,No,No
2433,1684-FLBGS,11.2,Baixo,Contrato mensal,23,Month-to-month,DSL,69.5,1652.1,Credit card (automatic),Yes,Female,0,Yes,Yes
2434,6184-DYUOB,11.2,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,No,19.6,55.25,Mailed check,Yes,Female,0,Yes,No
2435,3347-YJZZE,11.2,Baixo,"Contrato mensal, Mensalidade alta",29,Month-to-month,DSL,80.1,2211.8,Credit card (automatic),No,Male,0,Yes,Yes
2436,4495-LHSSK,11.2,Baixo,Contrato mensal,18,Month-to-month,DSL,57.65,992.7,Mailed check,No,Female,0,No,Yes
2437,3099-OONVS,11.1,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",25,Month-to-month,DSL,54.3,1296.8,Electronic check,No,Male,0,Yes,Yes
2438,7266-GSSJX,11.1,Baixo,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",11,Month-to-month,No,20.45,250.8,Electronic check,Yes,Male,0,Yes,Yes
2439,7610-TVOPG,11.1,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",15,Month-to-month,No,26.35,378.6,Electronic check,Yes,Male,0,No,No
2440,1122-YJBCS,11.1,Baixo,—,69,One year,DSL,53.65,3804.4,Credit card (automatic),Yes,Male,0,Yes,No
2441,4742-DRORA,11.1,Baixo,"Internet fibra óptica, Mensalidade alta",60,One year,Fiber optic,95.4,5812.0,Bank transfer (automatic),Yes,Male,0,Yes,Yes
2442,4072-IPYLT,11.1,Baixo,Contrato mensal,36,Month-to-month,DSL,51.05,1815.0,Credit card (automatic),No,Female,0,Yes,Yes
2443,7839-NUIAA,11.1,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",61,Month-to-month,DSL,59.8,3641.5,Electronic check,No,Female,0,Yes,Yes
2444,3896-RCYYE,11.1,Baixo,Contrato mensal,67,Month-to-month,DSL,53.4,3579.15,Credit card (automatic),Yes,Female,0,No,No
2445,2621-UDNLU,11.1,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,No,20.85,72.0,Mailed check,No,Female,0,Yes,No
2446,4860-YZGZM,11.1,Baixo,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",10,Month-to-month,No,20.0,185.4,Electronic check,No,Male,0,No,No
2447,2978-XXSOG,11.1,Baixo,Contrato mensal,22,Month-to-month,DSL,59.05,1253.5,Mailed check,Yes,Female,0,No,No
2448,3605-JISKB,11.1,Baixo,—,55,One year,DSL,60.0,3316.1,Credit card (automatic),No,Male,1,Yes,No
2449,2474-LCNUE,11.1,Baixo,"Contrato mensal, Mensalidade alta",23,Month-to-month,DSL,73.65,1642.75,Credit card (automatic),Yes,Female,0,Yes,No
2450,5850-BDWCY,11.1,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,20.2,123.65,Mailed check,No,Female,0,No,No
2451,4504-YOULA,11.1,Baixo,Contrato mensal,35,Month-to-month,DSL,59.45,2136.9,Credit card (automatic),Yes,Female,0,Yes,Yes
2452,1452-XRSJV,11.1,Baixo,Contrato mensal,39,Month-to-month,DSL,51.05,2066.0,Credit card (automatic),No,Female,0,Yes,Yes
2453,7673-LPRNY,11.1,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",23,One year,DSL,78.55,1843.05,Electronic check,Yes,Female,0,No,No
2454,9367-OIUXP,11.1,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,20.7,73.05,Mailed check,No,Male,0,No,No
2455,7750-EYXWZ,11.1,Baixo,"Cliente novo (≤12 meses), Pagamento por cheque eletrônico",12,One year,DSL,60.65,743.3,Electronic check,No,Female,0,No,No
2456,3043-SUDUA,11.1,Baixo,Contrato mensal,32,Month-to-month,No,19.9,601.55,Bank transfer (automatic),No,Female,0,No,No
2457,3417-TSCIC,11.1,Baixo,—,29,One year,DSL,24.85,788.05,Mailed check,Yes,Male,0,No,No
2458,3571-DPYUH,11.1,Baixo,"Internet fibra óptica, Mensalidade alta",58,One year,Fiber optic,94.7,5430.35,Credit card (automatic),Yes,Male,0,Yes,Yes
2459,2896-TBNBE,11.1,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",40,One year,Fiber optic,80.8,3132.75,Electronic check,No,Male,0,Yes,No
2460,6806-YDEUL,11.0,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,19.5,106.8,Bank transfer (automatic),No,Female,1,No,No
2461,1298-PHBTI,11.0,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",71,Two year,Fiber optic,84.8,6152.4,Electronic check,Yes,Male,0,Yes,Yes
2462,6838-YAUVY,11.0,Baixo,"Internet fibra óptica, Mensalidade alta",54,Two year,Fiber optic,95.1,5064.85,Bank transfer (automatic),Yes,Female,0,No,No
2463,0134-XWXCE,11.0,Baixo,Mensalidade alta,44,One year,DSL,74.85,3268.05,Bank transfer (automatic),No,Female,1,No,No
2464,8910-ICHIU,11.0,Baixo,"Internet fibra óptica, Mensalidade alta",46,One year,Fiber optic,95.65,4664.2,Credit card (automatic),Yes,Female,0,No,No
2465,2927-CVULT,11.0,Baixo,"Internet fibra óptica, Mensalidade alta",53,Two year,Fiber optic,104.05,5566.4,Bank transfer (automatic),Yes,Female,0,Yes,Yes
2466,9554-DFKIC,11.0,Baixo,Contrato mensal,30,Month-to-month,DSL,54.45,1588.7,Bank transfer (automatic),Yes,Male,0,Yes,Yes
2467,7175-NTIXE,11.0,Baixo,"Contrato mensal, Mensalidade alta",25,Month-to-month,DSL,76.15,1992.95,Credit card (automatic),Yes,Female,0,No,No
2468,9039-ZVJDC,11.0,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,No,19.1,53.05,Mailed check,Yes,Male,0,No,No
2469,1337-BOZWO,11.0,Baixo,—,18,One year,DSL,46.4,812.4,Credit card (automatic),No,Male,0,Yes,Yes
2470,0373-AIVNJ,11.0,Baixo,Cliente novo (≤12 meses),9,One year,DSL,39.55,373.0,Mailed check,No,Male,0,No,No
2471,0188-GWFLE,11.0,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,20.05,33.7,Mailed check,No,Male,0,No,No
2472,8467-WYNSR,11.0,Baixo,Contrato mensal,22,Month-to-month,DSL,55.1,1253.15,Mailed check,No,Male,0,No,No
2473,6394-HHHZM,11.0,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,No,20.7,57.5,Mailed check,No,Male,0,No,No
2474,9496-IVVRP,11.0,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",11,Month-to-month,DSL,51.0,581.7,Bank transfer (automatic),No,Female,0,Yes,Yes
2475,4868-AADLV,11.0,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",66,One year,Fiber optic,116.25,7862.25,Electronic check,Yes,Male,1,Yes,Yes
2476,2402-TAIRZ,11.0,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",37,One year,Fiber optic,80.05,3019.1,Electronic check,No,Female,0,No,No
2477,3402-XRIUO,11.0,Baixo,Contrato mensal,22,Month-to-month,DSL,63.55,1381.8,Mailed check,Yes,Female,1,Yes,No
2478,5304-EFJLP,10.9,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,111.65,8022.85,Bank transfer (automatic),Yes,Male,1,Yes,No
2479,3259-KNMRR,10.9,Baixo,Mensalidade alta,57,Two year,DSL,79.75,4438.2,Bank transfer (automatic),Yes,Male,1,No,No
2480,9929-PLVPA,10.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,20.4,94.5,Credit card (automatic),No,Female,0,No,Yes
2481,9931-KGHOA,10.9,Baixo,Contrato mensal,46,Month-to-month,DSL,55.0,2473.95,Bank transfer (automatic),No,Female,0,Yes,No
2482,5724-BIDBU,10.9,Baixo,Pagamento por cheque eletrônico,49,One year,DSL,55.35,2633.95,Electronic check,Yes,Male,0,Yes,No
2483,1697-BCSHV,10.9,Baixo,Contrato mensal,58,Month-to-month,DSL,66.8,3970.4,Bank transfer (automatic),Yes,Female,0,Yes,Yes
2484,7080-TNUWP,10.9,Baixo,"Internet fibra óptica, Mensalidade alta",70,One year,Fiber optic,95.0,6602.9,Bank transfer (automatic),Yes,Male,0,Yes,No
2485,8150-QUDFX,10.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,19.85,51.6,Mailed check,No,Male,0,No,No
2486,1264-FUHCX,10.9,Baixo,—,49,One year,DSL,56.3,2780.6,Credit card (automatic),Yes,Female,0,Yes,No
2487,0953-LGOVU,10.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",12,Month-to-month,DSL,35.5,432.25,Mailed check,No,Male,0,Yes,Yes
2488,6575-SUVOI,10.9,Baixo,Contrato mensal,25,Month-to-month,DSL,69.5,1752.65,Credit card (automatic),Yes,Female,1,Yes,No
2489,7110-BDTWG,10.8,Baixo,Pagamento por cheque eletrônico,71,Two year,DSL,47.05,3263.6,Electronic check,Yes,Female,0,Yes,No
2490,1810-MVMAI,10.8,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",30,Month-to-month,DSL,67.6,2000.2,Electronic check,No,Male,0,Yes,Yes
2491,8200-KLNYW,10.8,Baixo,Mensalidade alta,21,One year,DSL,80.9,1714.95,Mailed check,No,Female,0,Yes,No
2492,0744-GKNGE,10.8,Baixo,"Contrato mensal, Internet fibra óptica, Mensalidade alta",64,Month-to-month,Fiber optic,86.8,5327.25,Bank transfer (automatic),Yes,Female,0,Yes,Yes
2493,2361-FJWNO,10.8,Baixo,—,40,One year,DSL,36.0,1382.9,Credit card (automatic),No,Male,0,No,No
2494,8221-EQDGL,10.8,Baixo,Contrato mensal,35,Month-to-month,DSL,61.0,2130.45,Mailed check,No,Male,0,Yes,No
2495,8401-EMUWF,10.8,Baixo,Contrato mensal,42,Month-to-month,DSL,69.4,3058.3,Bank transfer (automatic),Yes,Male,0,Yes,Yes
2496,5025-GOOKI,10.8,Baixo,Contrato mensal,20,Month-to-month,No,18.9,347.65,Credit card (automatic),Yes,Female,0,No,No
2497,8314-DPQHL,10.8,Baixo,Cliente novo (≤12 meses),9,One year,DSL,50.8,463.6,Mailed check,No,Male,0,No,No
2498,9488-FYQAU,10.8,Baixo,"Internet fibra óptica, Mensalidade alta",63,Two year,Fiber optic,109.25,6841.4,Bank transfer (automatic),Yes,Female,0,Yes,No
2499,8457-XIGKN,10.8,Baixo,Contrato mensal,20,Month-to-month,No,19.6,356.15,Credit card (automatic),Yes,Male,0,No,No
2500,9742-XOKTS,10.7,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",67,One year,Fiber optic,89.55,6038.55,Electronic check,No,Male,0,Yes,Yes
2501,4418-LZMSV,10.7,Baixo,Contrato mensal,13,Month-to-month,DSL,61.8,750.1,Bank transfer (automatic),No,Male,0,Yes,Yes
2502,4815-YOSUK,10.7,Baixo,"Internet fibra óptica, Mensalidade alta",72,One year,Fiber optic,104.9,7537.5,Credit card (automatic),Yes,Male,0,Yes,Yes
2503,3766-EJLFL,10.7,Baixo,"Internet fibra óptica, Mensalidade alta",68,Two year,Fiber optic,109.05,7508.55,Bank transfer (automatic),Yes,Female,0,Yes,Yes
2504,1088-CNNKB,10.7,Baixo,Mensalidade alta,63,One year,DSL,80.0,5040.2,Credit card (automatic),No,Male,0,Yes,No
2505,5593-SUAOO,10.7,Baixo,"Internet fibra óptica, Mensalidade alta",24,One year,Fiber optic,83.15,2033.05,Bank transfer (automatic),No,Female,0,Yes,Yes
2506,0816-TSPHQ,10.7,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,20.75,44.2,Mailed check,No,Male,0,No,No
2507,6377-KSLXC,10.7,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",5,Month-to-month,No,19.95,107.05,Mailed check,No,Male,0,No,No
2508,5524-KHNJP,10.7,Baixo,Mensalidade alta,33,One year,DSL,74.75,2453.3,Credit card (automatic),No,Male,0,Yes,Yes
2509,5345-BMKWB,10.7,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",8,Month-to-month,No,20.25,158.35,Mailed check,No,Male,0,Yes,No
2510,9074-KGVOX,10.7,Baixo,Contrato mensal,50,Month-to-month,DSL,39.45,2021.35,Credit card (automatic),Yes,Male,0,Yes,Yes
2511,0310-VQXAM,10.7,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",9,Month-to-month,No,19.85,178.8,Mailed check,No,Male,0,No,No
2512,6231-WFGFH,10.7,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,20.5,77.6,Mailed check,Yes,Male,0,Yes,Yes
2513,7663-CUXZB,10.7,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",59,Two year,Fiber optic,113.75,6561.25,Electronic check,No,Male,0,Yes,No
2514,0002-ORFBO,10.6,Baixo,Cliente novo (≤12 meses),9,One year,DSL,65.6,593.3,Mailed check,Yes,Female,0,Yes,Yes
2515,8970-ANWXO,10.6,Baixo,Mensalidade alta,23,One year,DSL,73.75,1756.6,Mailed check,Yes,Female,0,No,No
2516,3059-NGMXB,10.6,Baixo,Contrato mensal,14,Month-to-month,DSL,69.2,944.65,Mailed check,No,Male,0,Yes,Yes
2517,9504-DSHWM,10.6,Baixo,Contrato mensal,20,Month-to-month,DSL,59.2,1191.2,Bank transfer (automatic),No,Male,0,No,No
2518,4558-CGYCZ,10.6,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,19.75,78.3,Mailed check,No,Male,0,No,No
2519,5504-WSIUR,10.6,Baixo,"Internet fibra óptica, Mensalidade alta",70,One year,Fiber optic,90.25,6385.95,Bank transfer (automatic),Yes,Female,0,No,No
2520,3181-VTHOE,10.6,Baixo,—,70,One year,DSL,51.05,3635.15,Bank transfer (automatic),Yes,Male,0,Yes,No
2521,9364-YKUVW,10.6,Baixo,Contrato mensal,15,Month-to-month,No,19.8,309.4,Mailed check,Yes,Male,0,No,No
2522,2439-QKJUL,10.6,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",5,Month-to-month,No,20.25,109.8,Mailed check,No,Male,0,No,No
2523,6352-GIGGQ,10.6,Baixo,Mensalidade alta,67,One year,DSL,88.8,5903.15,Bank transfer (automatic),Yes,Male,0,No,No
2524,4751-ERMAN,10.6,Baixo,Mensalidade alta,72,Two year,DSL,75.4,5480.25,Bank transfer (automatic),Yes,Male,0,Yes,Yes
2525,7182-OVLBJ,10.6,Baixo,"Internet fibra óptica, Mensalidade alta",62,Two year,Fiber optic,101.15,6638.35,Bank transfer (automatic),Yes,Female,0,Yes,Yes
